box_score_id,player_id,minutes_played,fg,fg_a,two_pt,two_pt_a,three_pt,three_pt_a,ft,ft_a,o_reb,d_reb,assist,pf,stl,to,blk,pts
4782,791106,21,3,6,2,3,1,3,0,0,0,1,0,1,1,0,0,7
4782,786494,14,3,5,1,3,2,2,0,0,0,1,0,1,0,1,0,8
4783,797591,19,3,5,1,2,2,3,0,0,1,2,0,2,0,0,0,8
4783,781071,29,3,6,1,2,2,4,0,0,1,2,0,0,0,2,1,8
4783,791889,25,1,2,0,1,1,1,0,0,0,3,1,2,0,0,0,3
4783,791890,34,4,12,4,8,0,4,2,2,0,3,6,2,1,4,0,10
4783,780719,37,6,11,3,6,3,5,0,0,0,8,2,2,1,3,0,15
4783,785424,14,1,1,1,1,0,0,1,2,2,2,0,1,0,0,1,3
4783,780098,12,2,2,2,2,0,0,1,1,0,1,1,1,0,0,0,5
4783,797589,28,5,13,3,9,2,4,4,4,1,2,1,0,0,2,1,16
4783,797588,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4784,790839,28,2,7,0,1,2,6,6,6,0,5,1,1,2,2,0,12
4784,785388,19,6,10,6,10,0,0,1,6,6,5,1,3,1,1,0,13
4784,790840,29,4,10,3,5,1,5,4,4,0,5,1,3,0,2,3,13
4784,785386,31,4,8,4,5,0,3,6,6,3,1,5,2,0,3,0,14
4784,780373,34,5,12,2,2,3,10,2,3,1,5,2,2,1,2,0,15
4784,796393,20,2,5,2,5,0,0,3,4,2,4,0,3,0,1,2,7
4784,780370,12,0,2,0,0,0,2,0,0,0,2,0,0,1,0,2,0
4784,796395,13,2,7,2,2,0,5,2,4,1,2,1,1,0,0,0,6
4784,790841,10,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0
4784,796396,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4785,792005,26,2,11,1,4,1,7,2,2,2,3,0,2,0,1,1,7
4785,781175,27,5,7,5,7,0,0,4,8,10,4,3,4,0,0,1,14
4785,786553,34,9,22,4,9,5,13,0,0,1,1,0,2,1,1,1,23
4785,780895,29,5,19,5,15,0,4,2,2,3,6,2,5,2,0,0,12
4785,781172,29,1,6,0,2,1,4,0,1,0,6,3,2,4,4,0,3
4785,786555,22,1,5,0,0,1,5,0,0,0,0,2,2,0,0,0,3
4785,781177,13,2,5,0,0,2,5,0,0,2,3,0,5,0,0,0,6
4785,785312,18,2,6,2,5,0,1,0,0,0,2,1,2,0,0,0,4
4785,797503,2,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0
4786,788113,18,1,4,1,2,0,2,0,0,1,1,1,4,1,2,0,2
4786,776497,33,1,10,1,4,0,6,4,4,4,3,1,5,2,3,2,6
4786,785731,36,11,18,8,13,3,5,5,8,2,10,4,4,1,6,1,30
4786,785729,34,1,5,1,4,0,1,2,2,1,1,2,3,1,0,0,4
4786,780864,31,9,16,2,4,7,12,2,2,1,4,3,1,3,2,1,27
4786,799881,7,1,3,1,3,0,0,2,3,0,2,0,1,0,1,0,4
4786,792402,12,0,2,0,0,0,2,0,0,0,2,1,2,0,2,0,0
4786,796211,4,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0
4786,786231,24,1,10,0,3,1,7,3,4,3,3,1,2,1,1,0,6
4786,785443,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4787,791161,25,3,6,0,0,3,6,0,0,1,5,0,3,1,2,1,9
4787,786690,23,2,4,2,3,0,1,2,3,1,5,1,5,0,0,1,6
4787,780629,33,7,11,7,10,0,1,5,8,1,5,0,4,3,4,0,19
4787,774845,38,3,13,0,5,3,8,0,0,0,1,8,4,3,7,0,9
4787,775888,37,5,12,3,8,2,4,9,11,2,10,6,4,5,4,3,21
4787,796816,17,2,4,1,2,1,2,6,7,1,3,2,2,1,2,0,11
4787,785346,27,4,8,1,2,3,6,3,3,0,3,1,2,0,3,0,14
4788,792171,32,4,8,4,7,0,1,2,3,0,6,4,3,2,3,5,10
4788,785674,29,5,14,4,7,1,7,2,2,0,4,2,1,0,1,0,13
4788,797784,25,3,7,3,4,0,3,0,2,1,0,2,3,1,1,0,6
4788,789059,35,4,8,2,3,2,5,4,7,1,3,2,4,0,2,0,14
4788,780980,25,0,1,0,0,0,1,2,3,0,2,0,3,1,0,0,2
4788,797783,18,0,2,0,2,0,0,1,2,1,2,1,2,0,0,0,1
4788,780049,13,4,5,3,4,1,1,1,2,0,2,2,2,0,1,0,10
4788,792173,23,1,2,0,1,1,1,5,5,2,1,1,0,1,0,0,8
4789,785836,40,4,10,3,5,1,5,3,4,5,4,0,2,0,0,1,12
4789,785833,24,3,9,3,4,0,5,8,10,3,3,1,4,0,2,0,14
4789,785332,13,1,8,1,7,0,1,0,0,2,4,2,1,1,2,0,2
4789,791704,36,3,7,3,5,0,2,0,1,3,6,3,4,0,0,0,6
4789,785838,35,3,10,2,4,1,6,0,0,0,4,3,5,0,1,0,7
4789,775872,15,3,3,0,0,3,3,3,4,2,0,1,3,1,0,0,12
4789,797533,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4789,791707,10,1,4,0,2,1,2,0,0,0,1,2,1,0,2,0,3
4789,785892,24,4,8,1,2,3,6,0,2,0,2,0,1,0,1,0,11
4790,792277,11,2,2,2,2,0,0,0,0,0,2,0,3,0,1,0,4
4790,786516,23,2,3,0,0,2,3,1,2,0,0,0,2,0,0,0,7
4790,781464,25,1,4,1,2,0,2,0,2,0,1,2,3,1,1,0,2
4790,781502,34,5,9,5,6,0,3,4,6,0,5,1,0,0,2,0,14
4790,780259,30,4,10,3,8,1,2,3,4,1,2,1,3,2,4,0,12
4790,785913,26,2,4,2,4,0,0,3,8,1,3,0,1,0,2,0,7
4790,798058,10,1,3,1,2,0,1,4,4,1,0,0,0,1,2,0,6
4790,785282,27,3,7,3,4,0,3,0,0,0,1,2,1,0,0,0,6
4790,781501,14,0,3,0,1,0,2,0,0,3,1,1,0,2,1,0,0
4791,790833,21,2,4,1,3,1,1,0,2,0,2,0,5,1,3,0,5
4791,785518,27,4,6,4,6,0,0,0,0,3,3,4,4,3,6,0,8
4791,796390,10,0,0,0,0,0,0,0,2,1,1,0,3,0,1,0,0
4791,790834,29,4,7,2,4,2,3,2,2,0,2,0,1,1,1,0,12
4791,785377,20,0,1,0,0,0,1,2,2,0,3,1,3,0,1,0,2
4791,780297,9,1,2,1,2,0,0,0,0,1,1,0,1,0,2,0,2
4791,790832,19,0,6,0,2,0,4,0,1,0,0,2,0,1,3,0,0
4791,785451,28,5,13,4,7,1,6,2,2,3,4,1,1,2,1,0,13
4791,790831,23,5,6,5,6,0,0,0,0,3,7,0,2,0,2,3,10
4791,785379,14,1,1,1,1,0,0,3,4,0,0,1,0,0,0,0,5
4792,797103,29,5,10,5,10,0,0,2,6,3,8,2,1,0,1,0,12
4792,791414,26,1,6,1,3,0,3,0,2,2,3,0,0,0,0,0,2
4792,791413,27,5,10,3,7,2,3,2,3,1,2,0,3,1,1,0,14
4792,791411,22,2,5,0,1,2,4,0,0,0,1,2,1,0,2,0,6
4792,785776,32,2,6,2,5,0,1,1,2,0,4,4,4,0,3,0,5
4792,797102,10,0,1,0,1,0,0,0,0,1,2,1,1,0,2,0,0
4792,785911,9,0,1,0,0,0,1,0,0,1,1,0,3,0,4,0,0
4792,797100,21,4,7,4,7,0,0,2,2,0,3,0,2,1,2,1,10
4792,781209,24,6,10,3,5,3,5,4,5,0,0,1,1,1,1,0,19
4793,791391,31,5,8,5,8,0,0,1,3,0,6,0,5,2,0,3,11
4793,791390,23,4,5,4,5,0,0,1,2,2,3,5,3,1,0,0,9
4793,776446,31,3,6,0,1,3,5,2,2,1,1,3,0,0,1,0,11
4793,780133,34,4,10,4,7,0,3,0,0,1,2,1,2,1,2,0,8
4793,780130,31,6,13,6,9,0,4,6,6,0,2,0,2,1,1,0,18
4793,797156,10,1,1,1,1,0,0,0,0,1,1,3,0,1,1,0,2
4793,791388,14,1,5,1,2,0,3,0,1,1,5,0,0,0,0,0,2
4793,775743,18,4,9,2,5,2,4,3,3,0,2,0,0,1,2,0,13
4793,797158,7,0,0,0,0,0,0,0,0,0,2,0,4,0,1,0,0
4793,780407,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4794,785509,32,1,3,0,1,1,2,0,0,0,1,0,4,0,1,0,3
4794,791424,35,9,13,9,11,0,2,0,1,1,5,2,0,1,1,1,18
4794,797085,39,2,9,2,4,0,5,4,5,0,13,3,1,0,5,0,8
4794,791421,36,6,13,4,6,2,7,4,4,0,2,2,1,0,3,0,18
4794,785899,38,1,4,0,1,1,3,1,2,1,2,2,3,1,3,0,4
4794,791425,13,0,4,0,3,0,1,2,2,1,0,0,2,1,0,2,2
4794,797090,10,0,0,0,0,0,0,0,0,3,1,0,2,0,1,0,0
4794,797088,7,1,3,1,1,0,2,0,0,0,1,0,0,0,0,0,2
4794,797087,15,1,1,1,1,0,0,0,0,0,2,0,1,0,0,0,2
4795,798157,28,0,0,0,0,0,0,0,2,1,2,0,0,4,0,0,0
4795,786635,42,5,12,5,11,0,1,5,7,0,6,1,3,3,1,0,15
4795,781543,37,1,9,1,8,0,1,0,1,3,5,4,5,2,4,0,2
4795,781388,14,0,1,0,1,0,0,1,2,0,1,0,2,0,2,0,1
4795,780642,38,8,18,6,14,2,4,1,2,1,0,1,2,1,4,0,19
4795,797383,14,3,4,2,2,1,2,0,1,2,6,0,2,0,0,0,7
4795,791823,3,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4795,791822,41,3,10,0,3,3,7,0,0,2,2,2,2,0,0,0,9
4795,786632,7,1,2,0,1,1,1,0,0,0,0,0,0,0,0,0,3
4795,791821,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4796,791299,17,2,3,2,3,0,0,0,0,0,1,2,4,0,1,0,4
4796,786397,37,5,9,4,6,1,3,2,3,1,7,0,4,1,0,1,13
4796,775871,37,1,2,1,2,0,0,1,2,1,4,0,3,1,2,1,3
4796,796591,26,2,6,1,2,1,4,0,0,1,3,1,3,0,1,0,5
4796,791519,40,5,16,5,13,0,3,7,11,2,3,5,2,1,4,0,17
4796,792084,8,1,2,1,2,0,0,0,0,0,2,0,2,0,0,0,2
4796,786276,31,2,10,0,1,2,9,4,6,1,1,2,0,0,1,0,10
4796,796590,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4797,799906,35,3,8,2,5,1,3,3,4,1,6,1,4,1,1,0,10
4797,775833,22,3,3,3,3,0,0,3,4,1,7,2,3,0,1,0,9
4797,785439,23,2,5,1,3,1,2,0,0,0,1,6,3,1,1,0,5
4797,781036,39,8,13,3,6,5,7,2,2,1,4,4,3,2,2,0,23
4797,774894,38,3,9,1,2,2,7,2,3,0,0,4,0,0,1,0,10
4797,796846,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4797,796847,18,3,4,3,4,0,0,0,1,0,4,0,2,0,1,0,6
4797,791178,4,2,2,2,2,0,0,0,0,0,1,0,0,0,0,0,4
4797,796845,18,0,2,0,1,0,1,0,0,0,2,2,0,0,2,0,0
4798,788866,4,1,1,1,1,0,0,0,0,0,0,0,4,0,1,0,2
4798,781659,28,0,5,0,5,0,0,2,2,1,5,3,4,0,3,0,2
4798,796854,27,2,7,2,5,0,2,3,5,1,4,4,4,1,4,0,7
4798,782162,40,5,16,3,8,2,8,5,6,2,4,2,3,0,3,2,17
4798,796851,38,8,12,1,1,7,11,6,11,2,4,0,4,0,1,0,29
4798,790494,13,1,1,1,1,0,0,2,2,1,2,0,0,0,0,0,4
4798,781411,15,0,0,0,0,0,0,2,2,1,2,0,4,0,0,5,2
4798,796853,15,1,5,1,4,0,1,0,0,1,1,0,2,0,0,0,2
4798,792683,9,0,2,0,1,0,1,0,2,0,1,1,2,0,1,0,0
4798,780610,34,4,13,1,2,3,11,3,4,0,3,2,3,2,0,0,14
4798,796855,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4799,791781,9,1,1,1,1,0,0,0,0,0,1,0,2,0,1,0,2
4799,791780,27,4,7,4,4,0,3,5,6,0,5,1,4,0,2,0,13
4799,791777,43,3,18,3,15,0,3,8,11,4,8,2,2,0,3,0,14
4799,781025,35,3,6,2,3,1,3,0,2,1,1,1,2,0,1,0,7
4799,786474,38,5,13,3,9,2,4,7,8,1,6,6,5,2,0,1,19
4799,786476,11,1,3,1,3,0,0,1,2,0,0,0,2,0,0,0,3
4799,776285,18,3,5,3,5,0,0,2,4,2,3,1,3,1,0,1,8
4799,791776,10,1,4,1,1,0,3,0,0,0,1,0,2,0,1,0,2
4799,791829,8,2,3,1,1,1,2,1,1,1,0,1,0,0,1,0,6
4799,775503,15,1,6,0,3,1,3,2,3,2,4,0,3,1,0,1,5
4799,791778,11,2,4,2,4,0,0,0,1,2,0,0,1,0,0,0,4
4800,785987,28,1,6,0,0,1,6,0,0,0,5,2,1,0,1,0,3
4800,776037,31,3,10,3,8,0,2,2,2,1,4,2,5,2,2,1,8
4800,780588,31,8,12,8,12,0,0,3,7,3,8,2,1,0,3,0,19
4800,786147,36,4,16,1,8,3,8,2,2,1,5,3,4,2,1,2,13
4800,775680,29,2,10,1,3,1,7,1,2,0,3,1,3,2,2,0,6
4800,781647,20,4,7,3,5,1,2,2,2,1,5,1,4,2,0,0,11
4800,791759,25,1,5,1,3,0,2,1,2,1,3,1,2,3,1,0,3
4801,786203,35,3,10,0,4,3,6,0,0,0,6,3,1,1,1,0,9
4801,786197,25,3,7,1,4,2,3,3,6,3,7,2,3,1,3,0,11
4801,780717,34,5,16,5,13,0,3,5,5,1,11,1,2,1,5,0,15
4801,791742,37,5,12,3,9,2,3,3,6,0,4,5,2,1,0,1,15
4801,776266,34,2,6,0,3,2,3,2,4,1,4,1,1,0,2,0,8
4801,776328,24,2,3,0,1,2,2,2,4,1,5,4,3,0,2,1,8
4801,791738,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4801,791740,6,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,3
4801,791741,3,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0
4802,791548,29,9,12,8,8,1,4,3,4,0,7,4,2,1,3,1,22
4802,791550,26,3,4,3,4,0,0,1,3,1,2,0,2,0,3,0,7
4802,797080,29,2,7,2,3,0,4,0,2,1,3,2,3,0,2,0,4
4802,786365,33,5,10,3,5,2,5,0,0,0,1,1,1,0,2,0,12
4802,786364,27,3,5,3,5,0,0,0,0,1,2,5,3,1,1,0,6
4802,797082,6,1,2,1,2,0,0,3,4,1,1,0,1,0,2,0,5
4802,786366,11,1,3,1,3,0,0,2,3,2,2,0,2,0,1,0,4
4802,780332,13,1,2,0,0,1,2,2,2,1,0,1,0,0,0,2,5
4802,791549,11,0,5,0,2,0,3,2,2,2,2,0,1,1,0,0,2
4802,780330,15,1,3,1,2,0,1,1,2,1,2,1,1,3,0,0,3
4803,791465,28,5,8,5,8,0,0,0,1,4,3,5,2,1,1,0,10
4803,780200,17,1,3,1,3,0,0,0,0,1,2,0,2,1,1,0,2
4803,791464,28,6,12,1,2,5,10,2,2,0,4,1,3,1,2,0,19
4803,786304,26,2,5,2,3,0,2,0,0,1,3,1,2,0,2,0,4
4803,780197,36,7,11,3,5,4,6,4,5,2,3,2,0,1,3,0,22
4803,798342,23,4,8,2,3,2,5,1,2,0,0,3,3,1,0,1,11
4803,786303,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
4803,780616,6,0,2,0,1,0,1,0,0,0,0,0,2,0,2,0,0
4803,798341,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4803,798343,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
4803,780196,32,2,7,2,6,0,1,0,0,1,2,5,2,1,0,0,4
4804,787782,34,8,10,3,4,5,6,2,2,0,4,5,2,1,2,0,23
4804,776068,31,6,12,4,6,2,6,8,13,2,7,5,2,0,2,0,22
4804,791540,33,5,8,2,4,3,4,1,2,1,2,3,3,0,4,1,14
4804,783072,24,2,2,2,2,0,0,2,2,1,3,1,3,1,0,0,6
4804,774879,7,1,2,1,2,0,0,1,1,0,0,0,4,0,2,2,3
4804,797817,26,3,7,3,6,0,1,7,8,2,7,1,3,0,2,0,13
4804,792153,21,3,4,0,1,3,3,1,2,1,3,4,0,0,0,0,10
4804,793057,5,1,2,0,1,1,1,0,0,0,0,0,0,0,0,0,3
4804,781463,19,0,3,0,0,0,3,0,0,0,1,1,2,1,0,0,0
4805,797807,40,9,14,5,10,4,4,4,5,0,0,1,0,0,2,0,26
4805,797802,40,6,12,5,10,1,2,2,4,0,1,4,3,3,2,0,15
4805,797809,27,3,8,3,7,0,1,5,5,1,6,0,5,2,1,0,11
4805,795730,19,1,6,1,4,0,2,2,2,0,0,1,0,1,0,0,4
4805,786058,6,0,1,0,1,0,0,0,0,1,0,1,3,1,0,0,0
4805,792264,29,6,8,3,4,3,4,1,2,1,5,2,5,0,0,0,16
4805,797810,27,1,4,0,1,1,3,2,2,1,3,1,3,2,3,0,5
4805,797811,6,0,1,0,1,0,0,2,2,0,0,1,2,0,0,2,2
4805,797814,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4805,797812,3,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
4810,796812,17,6,11,6,11,0,0,0,0,1,3,2,1,1,1,1,12
4810,780952,36,4,8,4,8,0,0,1,2,2,6,2,3,1,3,2,9
4810,786609,37,4,11,3,7,1,4,5,8,3,3,2,0,6,2,1,14
4810,785752,30,1,3,0,1,1,2,4,4,1,2,3,4,1,2,0,7
4810,796810,38,6,16,2,9,4,7,2,4,2,1,5,4,1,2,0,18
4810,780945,3,0,1,0,1,0,0,0,2,0,0,0,1,0,1,0,0
4810,780950,26,2,8,1,2,1,6,2,2,1,0,0,2,1,0,0,7
4810,791154,2,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0
4810,791156,11,1,1,1,1,0,0,1,1,0,1,0,4,1,2,0,3
4811,786180,16,3,4,3,4,0,0,0,0,1,2,0,2,0,0,1,6
4811,792104,33,2,9,1,5,1,4,7,10,0,6,1,1,1,4,2,12
4811,797708,36,6,11,3,6,3,5,3,6,2,2,6,1,3,3,1,18
4811,786198,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4811,775779,27,3,4,3,4,0,0,5,6,0,1,2,4,2,4,0,11
4811,776327,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
4811,797709,19,0,3,0,1,0,2,0,0,0,2,1,1,0,3,3,0
4811,797707,28,4,5,4,5,0,0,2,3,2,3,2,2,2,4,0,10
4811,786204,20,5,8,2,5,3,3,2,2,1,4,1,3,0,0,0,15
4811,785608,11,1,2,1,2,0,0,0,0,1,0,0,3,0,0,0,2
4811,792106,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4812,785509,26,0,2,0,0,0,2,0,3,1,1,1,4,0,2,0,0
4812,791424,33,3,9,3,7,0,2,1,3,3,4,4,5,0,0,1,7
4812,797085,23,5,9,3,4,2,5,4,5,0,4,0,4,1,1,0,16
4812,791421,37,9,16,8,10,1,6,0,1,0,2,4,1,0,1,0,19
4812,785899,37,2,5,1,2,1,3,4,4,1,4,0,3,1,4,0,9
4812,791425,22,3,6,3,6,0,0,3,4,2,2,0,2,0,1,3,9
4812,797088,4,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,3
4812,797087,18,1,2,1,1,0,1,0,0,1,1,0,0,0,0,0,2
4813,798157,12,2,3,2,3,0,0,0,0,0,2,0,2,0,0,0,4
4813,786635,38,9,16,7,14,2,2,6,7,3,4,4,5,0,2,0,26
4813,791822,40,3,11,0,3,3,8,6,6,0,6,3,2,1,0,0,15
4813,781543,30,4,8,3,6,1,2,1,2,1,1,2,3,1,1,0,10
4813,780642,32,1,10,1,8,0,2,0,0,0,1,5,4,1,3,0,2
4813,797383,28,4,5,1,2,3,3,0,2,2,4,0,4,1,0,0,11
4813,791823,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2
4813,797384,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4813,786632,15,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
4813,781388,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4814,796540,2,0,2,0,2,0,0,0,0,0,2,0,1,0,0,0,0
4814,790951,7,0,1,0,1,0,0,0,0,1,0,0,4,0,0,1,0
4814,786309,28,5,7,2,4,3,3,2,5,0,3,0,3,3,2,0,15
4814,780087,33,6,14,6,13,0,1,6,8,1,4,1,1,1,1,0,18
4814,776136,32,5,12,5,9,0,3,4,4,0,3,8,2,1,2,0,14
4814,796543,11,2,2,2,2,0,0,0,0,0,2,0,0,0,0,0,4
4814,775037,26,1,2,1,2,0,0,0,0,3,7,1,3,1,0,2,2
4814,796545,8,0,2,0,1,0,1,0,0,0,2,2,0,0,0,0,0
4814,796544,7,2,2,1,1,1,1,0,0,0,1,0,0,1,1,0,5
4814,798697,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
4814,796541,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4814,790952,9,2,5,0,2,2,3,1,1,0,0,0,2,1,0,0,7
4814,786089,24,5,10,0,1,5,9,0,0,0,2,2,2,0,1,0,15
4814,781410,5,1,2,1,2,0,0,0,0,0,1,0,0,0,0,0,2
4815,792418,29,4,11,4,11,0,0,2,4,2,6,0,2,1,3,3,10
4815,782654,21,2,4,2,3,0,1,1,2,0,5,0,4,0,2,1,5
4815,796693,21,2,5,2,3,0,2,1,2,0,2,4,1,1,2,1,5
4815,792422,11,2,5,1,1,1,4,1,2,0,0,0,1,0,0,0,6
4815,789484,33,3,8,3,7,0,1,4,7,1,4,0,2,2,1,0,10
4815,796695,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
4815,792424,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4815,792419,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4815,792421,19,0,2,0,1,0,1,0,0,0,1,1,0,0,4,0,0
4815,796694,8,0,1,0,1,0,0,1,2,0,0,0,1,0,1,0,1
4815,796691,26,3,6,1,3,2,3,0,0,0,3,2,1,1,3,0,8
4815,792423,4,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0
4815,796692,15,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,3
4816,791534,36,6,9,6,9,0,0,2,3,3,6,0,1,0,0,0,14
4816,797127,29,0,3,0,3,0,0,0,0,1,1,1,3,1,3,0,0
4816,791533,22,6,9,6,8,0,1,0,0,3,3,0,2,0,3,0,12
4816,791528,34,6,13,4,8,2,5,1,2,2,6,1,3,0,2,0,15
4816,775045,36,5,12,4,9,1,3,6,9,1,1,3,2,2,3,0,17
4816,791531,23,2,7,1,4,1,3,1,2,1,1,1,0,0,0,1,6
4816,797124,4,0,0,0,0,0,0,1,2,2,1,0,1,0,0,0,1
4816,791529,15,0,4,0,0,0,4,0,0,0,1,0,0,0,1,0,0
4816,797129,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4817,781300,30,7,12,7,12,0,0,3,4,2,6,2,2,0,1,0,17
4817,790803,14,3,8,3,8,0,0,0,0,3,1,3,4,1,0,2,6
4817,781305,16,5,8,2,3,3,5,0,0,2,1,0,0,2,2,0,13
4817,790801,27,4,6,1,2,3,4,0,0,0,3,0,2,1,0,0,11
4817,781304,32,1,7,1,4,0,3,0,0,0,5,10,2,1,5,2,2
4817,780598,25,4,8,4,5,0,3,4,4,1,2,0,2,1,1,0,12
4817,796360,22,4,9,2,5,2,4,0,0,2,4,0,2,2,0,1,10
4817,796364,8,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
4817,796363,16,2,2,1,1,1,1,0,0,0,1,1,3,0,1,0,5
4817,790802,6,0,1,0,0,0,1,0,0,0,0,2,1,0,0,0,0
4817,796362,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
4817,781303,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4817,776366,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2
4817,776372,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4818,791220,24,0,1,0,0,0,1,0,1,0,1,1,2,0,0,0,0
4818,791219,33,7,12,4,5,3,7,2,2,3,11,1,3,0,3,0,19
4818,776217,19,1,2,1,2,0,0,2,2,1,1,4,5,0,1,0,4
4818,786396,33,6,11,3,5,3,6,0,0,0,2,3,2,1,2,0,15
4818,780730,35,9,16,4,6,5,10,0,0,1,4,0,1,1,2,1,23
4818,786824,17,2,3,0,1,2,2,2,2,2,3,0,2,0,0,1,8
4818,791221,19,2,3,1,2,1,1,0,0,3,1,0,2,0,1,0,5
4818,796920,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4818,790818,18,6,10,4,7,2,3,4,5,0,3,6,3,1,2,0,18
4819,786765,30,5,10,4,6,1,4,8,9,2,7,1,1,1,2,0,19
4819,797852,36,4,6,3,4,1,2,4,5,0,2,3,1,1,2,0,13
4819,792379,35,1,8,0,3,1,5,2,2,2,1,1,4,1,0,0,5
4819,792380,36,4,6,1,1,3,5,2,2,0,2,3,2,1,1,0,13
4819,781669,38,10,20,5,10,5,10,2,4,0,4,5,2,0,1,0,27
4819,781668,6,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
4819,797860,4,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,2
4819,797854,10,0,2,0,2,0,0,0,0,1,0,0,1,0,0,0,0
4819,781671,5,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,2
4820,785298,14,3,3,3,3,0,0,1,2,3,1,0,3,0,1,0,7
4820,775224,29,2,5,2,5,0,0,0,0,1,9,1,4,0,0,1,4
4820,778046,34,10,14,3,5,7,9,3,3,0,1,8,3,1,4,0,30
4820,782121,32,2,5,0,3,2,2,4,4,0,0,3,2,3,7,0,10
4820,775793,32,5,12,5,8,0,4,3,3,0,1,1,1,3,2,0,13
4820,786594,25,2,6,2,2,0,4,1,1,1,0,1,0,1,1,0,5
4820,785302,11,0,2,0,2,0,0,0,0,1,2,0,1,1,1,0,0
4820,785485,23,4,5,4,5,0,0,0,0,2,3,0,3,1,2,2,8
4821,790810,22,2,7,2,5,0,2,0,0,1,4,3,0,0,1,0,4
4821,785362,19,3,6,3,6,0,0,0,0,2,0,1,4,1,4,2,6
4821,790808,35,5,7,0,1,5,6,2,2,1,3,1,0,0,0,0,17
4821,785361,31,5,12,1,5,4,7,2,4,1,1,1,3,2,2,0,16
4821,779997,37,3,6,3,6,0,0,3,4,0,3,8,4,0,5,1,9
4821,774854,17,4,7,4,6,0,1,0,0,3,1,1,3,0,2,0,8
4821,790809,20,1,3,1,3,0,0,0,0,0,1,1,1,1,1,0,2
4821,790811,18,1,3,1,1,0,2,2,2,0,1,2,1,1,0,0,4
4821,779999,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,3
4822,796473,16,1,5,1,5,0,0,2,2,3,1,0,1,0,0,0,4
4822,781560,32,1,1,1,1,0,0,4,5,4,6,0,2,1,3,0,6
4822,791375,30,1,5,0,1,1,4,0,1,0,3,0,2,3,0,0,3
4822,785482,34,7,15,7,12,0,3,0,0,1,4,3,3,1,5,0,14
4822,780837,31,3,10,1,4,2,6,0,0,0,4,2,3,0,3,0,8
4822,796479,14,0,1,0,0,0,1,0,0,0,2,0,1,0,0,0,0
4822,796476,5,0,1,0,1,0,0,0,0,0,1,0,2,0,0,0,0
4822,786164,16,2,4,0,1,2,3,2,3,0,3,1,4,1,3,2,8
